date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:09:34	52961/52961	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index8.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index8.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:35	56479/56479	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index9.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index9.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:35	56828/56828	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index10.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index10.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:35	50878/50878	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index11.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index11.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:36	54131/54131	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index12.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index12.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:36	55107/55107	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index13.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index13.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:36	56463/56463	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:23:59%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index14.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index14.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:37	59998/59998	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:23:59%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/index15.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/index15.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:37	33333/33333	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/about.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/about.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:38	31149/31149	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/rooms.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/rooms.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:38	36687/36687	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/rooms2.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/rooms2.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:38	36788/36788	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/rooms3.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/rooms3.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:39	39720/39720	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/room-details.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/room-details.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:39	35411/35411	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/restaurant.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/restaurant.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:39	26508/26508	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:23:59%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/spa-wellness.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/spa-wellness.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:40	23942/23942	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/services.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/services.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:40	22444/22444	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/facilities.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/facilities.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:40	25880/25880	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/gallery.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/gallery.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:41	25345/25345	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:23:59%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/team.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/team.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:41	24704/24704	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/pricing.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/pricing.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:42	21457/21457	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/careers.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/careers.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:42	24387/24387	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/faq.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/faq.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:43	9334/9334	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/404.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/404.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:45	6048/6048	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/coming-soon.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/coming-soon.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:45	24651/24651	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/news.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/news.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:45	21380/21380	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/news2.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/news2.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:46	21941/21941	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:23:59%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/post.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/post.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:49	23415/23415	---M-Z	200	added ('OK')	text/html	date:Sun,%2007%20Jan%202024%2000:24:00%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/contact.html	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/contact.html	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:51	267125/267125	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:06%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/slider/2.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/slider/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:54	131531/131531	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:08%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/8.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/8.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:56	294799/294799	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:05%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/slider/3.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/slider/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:56	190383/190383	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/1.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:57	170760/170760	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/2.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:58	236600/236600	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:06%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/slider/1.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/slider/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:58	170812/170812	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/3.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:09:59	42001/42001	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/1.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:00	294799/294799	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:08%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/4.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:01	378956/378956	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:08%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/7.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/rooms/7.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:01	28891/28891	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/2.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:01	26576/26576	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/3.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:01	30931/30931	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:09%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/4.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/pricing/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:02	15824/15824	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:02%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/quot.png	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/quot.png	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:02	88016/88016	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/team/4.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/team/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:03	25543/25543	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/team/1.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/team/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:03	62905/62905	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/team/5.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/team/5.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:04	163173/163173	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:06%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/spa/3.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/spa/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:05	285423/285423	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:06%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/spa/2.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/spa/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:05	340906/340906	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:05%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/restaurant/1.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/restaurant/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:06	80357/80357	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/news/2.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/news/2.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:06	131531/131531	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/news/1.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/news/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:07	178601/178601	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:06%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/news/4.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/news/4.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:07	306240/306240	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/spa/1.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/spa/1.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:07	198484/198484	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/news/3.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/news/3.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:07	201603/201603	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/news/6.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/news/6.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:08	25199/25199	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:04%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/clients/1.png	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/clients/1.png	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:08	177199/177199	---M--	200	added ('OK')	image/jpeg	date:Sun,%2007%20Jan%202024%2000:24:07%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/news/5.jpg	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/news/5.jpg	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:08	11190/11190	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:04%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/clients/2.png	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/clients/2.png	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:08	13735/13735	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:04%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/clients/3.png	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/clients/3.png	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:09	17573/17573	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:04%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/clients/4.png	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/clients/4.png	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:09	13593/13593	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:04%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/clients/5.png	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/clients/5.png	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:10	8641/8641	---M--	200	added ('OK')	image/png	date:Sun,%2007%20Jan%202024%2000:24:04%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/img/clients/6.png	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/img/clients/6.png	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:10	89947/89947	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:02%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/js/jquery-3.6.3.min.js	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/js/jquery-3.6.3.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:12	7083/7083	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/js/jquery-migrate-3.0.0.min.js	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/js/jquery-migrate-3.0.0.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
05:10:13	15413/15413	---M-Z	200	added ('OK')	application/javascript	date:Sun,%2007%20Jan%202024%2000:24:01%20GMT	https://duruthemes.com/demo/html/cappa/demo1-dark/js/modernizr-2.6.2.min.js	C:/My%20Web%20Sites/White%20Lotus/duruthemes.com/demo/html/cappa/demo1-dark/js/modernizr-2.6.2.min.js	(from https://duruthemes.com/demo/html/cappa/demo1-dark/index.html)
